Accession	Organism	Kingdom	Length	Transmembrane	Type	Fold
Q7SD06	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	469	False	-	0
O74740	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	797	False	-	1
P98200	Mus musculus	Metazoa	1148	True	-	2
Q8L983	Arabidopsis thaliana	Viridiplantae	218	False	-	3
Q8K1Z0	Mus musculus	Metazoa	313	False	-	4
Q9NS37	Homo sapiens	Metazoa	354	False	-	0
Q8L9X2	Arabidopsis thaliana	Viridiplantae	203	False	-	1
P53298	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	406	False	-	2
Q8VZL6	Arabidopsis thaliana	Viridiplantae	441	False	-	3
P53060	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	241	False	-	4
P43244	Rattus norvegicus	Metazoa	845	False	-	0
Q9AT00	Arabidopsis thaliana	Viridiplantae	345	False	-	1
Q8NEY8	Homo sapiens	Metazoa	458	False	-	2
Q9US06	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	456	False	-	3
O94606	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	473	False	-	4
M0R7Z9	Rattus norvegicus	Metazoa	475	False	-	0
P78587	Candida albicans	Fungi	449	False	-	1
Q9Y2K1	Homo sapiens	Metazoa	713	False	-	2
Q93YU8	Arabidopsis thaliana	Viridiplantae	796	False	-	3
Q03782	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	492	False	-	4
P39011	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	633	False	-	0
P87227	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	672	False	-	1
Q9DB96	Mus musculus	Metazoa	315	False	-	2
Q03201	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	203	False	-	3
Q08921	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	799	False	-	4
Q9FYT6	Zea mays	Viridiplantae	715	False	-	0
A8MUP2	Homo sapiens	Metazoa	240	False	-	1
Q96AP4	Homo sapiens	Metazoa	578	False	-	2
Q21227	Caenorhabditis elegans	Metazoa	1188	False	-	3
Q8BM75	Mus musculus	Metazoa	1188	False	-	4
O94679	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1158	False	-	0
P38783	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	130	False	-	1
Q91YE8	Mus musculus	Metazoa	1087	False	-	2
O22161	Arabidopsis thaliana	Viridiplantae	930	False	-	3
Q9JMI1	Rattus norvegicus	Metazoa	672	False	-	4
P31111	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	875	False	-	0
F4ISV6	Arabidopsis thaliana	Viridiplantae	537	False	-	1
K7W9N9	Solanum lycopersicum	Viridiplantae	285	False	-	2
O13936	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	990	False	-	3
Q8R139	Mus musculus	Metazoa	528	True	-	4
P10156	Tetrahymena thermophila (strain SB210)	Other	164	False	-	0
Q06139	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	101	False	-	1
Q08215	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	383	False	-	2
O35914	Mus musculus	Metazoa	961	False	-	3
Q09LZ8	Mus musculus	Metazoa	540	False	-	4
Q16611	Homo sapiens	Metazoa	211	False	-	0
P17429	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	Fungi	876	False	-	1
P38323	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	520	False	-	2
P40505	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	327	False	-	3
O81852	Arabidopsis thaliana	Viridiplantae	916	False	-	4
P54790	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	616	False	-	0
P41896	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	400	False	-	1
Q3KP66	Homo sapiens	Metazoa	663	False	-	2
P46939	Homo sapiens	Metazoa	3433	False	-	3
Q76FK4	Homo sapiens	Metazoa	1167	False	-	4
Q9FIB6	Arabidopsis thaliana	Viridiplantae	442	False	-	0
Q8N8Q8	Homo sapiens	Metazoa	333	False	-	1
Q94AI4	Arabidopsis thaliana	Viridiplantae	775	False	-	2
Q9C7A2	Arabidopsis thaliana	Viridiplantae	590	False	-	3
P42935	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	788	False	-	4
P40474	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	542	True	-	0
Q8VDL9	Mus musculus	Metazoa	521	False	-	1
P06786	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1428	False	-	2
Q8ISM1	Giardia intestinalis	Other	755	False	-	3
Q9UTT2	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1206	False	-	4
Q147X3	Homo sapiens	Metazoa	362	False	-	0
Q9US52	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	118	False	-	1
Q7JM44	Caenorhabditis elegans	Metazoa	2242	False	-	2
P53150	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	421	False	-	3
Q9LMK5	Arabidopsis thaliana	Viridiplantae	160	False	-	4
Q94AH1	Arabidopsis thaliana	Viridiplantae	300	True	-	0
Q9NX55	Homo sapiens	Metazoa	121	False	-	1
Q45EK2	Caenorhabditis elegans	Metazoa	360	False	-	2
Q9BUU2	Homo sapiens	Metazoa	404	False	-	3
P40318	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1319	False	-	4
Q5TAQ9	Homo sapiens	Metazoa	597	False	-	0
P04386	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	881	False	-	1
P30793	Homo sapiens	Metazoa	250	False	-	2
Q7RZ62	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	347	False	-	3
O94585	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	187	False	-	4
Q14005	Homo sapiens	Metazoa	1332	False	-	0
Q5T5X7	Homo sapiens	Metazoa	828	False	-	1
Q05583	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	330	False	-	2
Q5T1C6	Homo sapiens	Metazoa	240	False	-	3
P53068	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	250	False	-	4
Q43092	Pisum sativum	Viridiplantae	603	False	-	0
Q04894	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	360	False	-	1
Q04411	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	772	False	-	2
Q86XI2	Homo sapiens	Metazoa	1143	False	-	3
F4J8G7	Arabidopsis thaliana	Viridiplantae	2138	False	-	4
Q92750	Homo sapiens	Metazoa	862	False	-	0
Q9BUH6	Homo sapiens	Metazoa	204	False	-	1
Q08357	Homo sapiens	Metazoa	652	True	-	2
Q86MI0	Caenorhabditis elegans	Metazoa	468	False	-	3
P41958	Caenorhabditis elegans	Metazoa	280	False	-	4
P20433	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	221	False	-	0
Q8BTW8	Mus musculus	Metazoa	588	False	-	1
P11020	Scyliorhinus canicula	Metazoa	80	False	-	2
P34886	Caenorhabditis elegans	Metazoa	724	False	-	3
P54074	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	624	True	-	4
Q9CQT2	Mus musculus	Metazoa	265	False	-	0
P35639	Mus musculus	Metazoa	168	False	-	1
Q9Y2U8	Homo sapiens	Metazoa	911	False	-	2
Q8NFF5	Homo sapiens	Metazoa	587	False	-	3
Q9VJV8	Drosophila melanogaster	Metazoa	361	False	-	4
Q8IWL8	Homo sapiens	Metazoa	128	False	-	0
Q86YA3	Homo sapiens	Metazoa	2104	False	-	1
O60356	Homo sapiens	Metazoa	82	False	-	2
Q0QWG9	Mus musculus	Metazoa	1203	False	-	3
Q06236	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	168	True	-	4
P50402	Homo sapiens	Metazoa	254	False	-	0
O43030	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	287	False	-	1
Q8WVM0	Homo sapiens	Metazoa	346	False	-	2
Q3UB74	Mus musculus	Metazoa	406	False	-	3
Q23045	Caenorhabditis elegans	Metazoa	470	False	-	4
Q9JHL0	Mus musculus	Metazoa	203	True	-	0
P23023	Drosophila melanogaster	Metazoa	549	False	-	1
O64827	Arabidopsis thaliana	Viridiplantae	1382	False	-	2
Q810J8	Mus musculus	Metazoa	777	False	-	3
Q9ULZ2	Homo sapiens	Metazoa	295	False	-	4
Q9WUF3	Mus musculus	Metazoa	1962	False	-	0
Q04749	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	426	False	-	1
P40121	Homo sapiens	Metazoa	348	False	-	2
Q9SEL7	Arabidopsis thaliana	Viridiplantae	323	False	-	3
Q9EQ28	Mus musculus	Metazoa	462	False	-	4
Q03430	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	361	False	-	0
Q7T0L4	Gallus gallus	Metazoa	329	False	-	1
M0R3Q7	Rattus norvegicus	Metazoa	905	False	-	2
Q8SWX0	Drosophila melanogaster	Metazoa	167	False	-	3
Q9GZY4	Homo sapiens	Metazoa	146	True	-	4
O94329	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	183	False	-	0
P47929	Homo sapiens	Metazoa	136	False	-	1
Q8BXP5	Mus musculus	Metazoa	385	False	-	2
F4I1T7	Arabidopsis thaliana	Viridiplantae	1819	False	-	3
Q9P797	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1142	False	-	4
Q99615	Homo sapiens	Metazoa	494	False	-	0
P50110	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	327	True	-	1
Q9Y5Y3	Homo sapiens	Metazoa	372	True	-	2
Q06679	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	776	False	-	3
O14141	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	241	False	-	4
Q02983	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	363	False	-	0
Q9MA15	Arabidopsis thaliana	Viridiplantae	711	False	-	1
Q96E14	Homo sapiens	Metazoa	147	False	-	2
Q70EL2	Homo sapiens	Metazoa	814	False	-	3
P36534	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	297	False	-	4
Q91Z67	Mus musculus	Metazoa	1071	False	-	0
Q9Y5W9	Homo sapiens	Metazoa	270	False	-	1
Q9H5J8	Homo sapiens	Metazoa	278	False	-	2
Q8GUK1	Arabidopsis thaliana	Viridiplantae	602	False	-	3
A0A2R8VHF7	Mus musculus	Metazoa	171	True	-	4
Q99207	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	810	False	-	0
P52901	Arabidopsis thaliana	Viridiplantae	389	False	-	1
P11031	Mus musculus	Metazoa	127	False	-	2
P32841	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	428	False	-	3
Q8K3Y3	Mus musculus	Metazoa	209	False	-	4
P47158	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	497	False	-	0
P38801	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	184	False	-	1
P0CU09	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	235	False	-	2
Q9LZB8	Arabidopsis thaliana	Viridiplantae	634	True	-	3
B2C6R6	Arabidopsis thaliana	Viridiplantae	681	False	-	4
O75689	Homo sapiens	Metazoa	374	False	-	0
Q12089	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	606	False	-	1
P43569	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	289	False	-	2
Q5GH67	Mus musculus	Metazoa	647	False	-	3
P49791	Rattus norvegicus	Metazoa	1468	False	-	4
O74500	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	736	False	-	0
O94751	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1044	False	-	1
O45717	Caenorhabditis elegans	Metazoa	293	False	-	2
Q7SG49	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	414	False	-	3
Q5JPI9	Homo sapiens	Metazoa	291	False	-	4
P87233	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	461	False	-	0
O60674	Homo sapiens	Metazoa	1132	False	-	1
Q9D4H9	Mus musculus	Metazoa	941	False	-	2
Q941Q3	Arabidopsis thaliana	Viridiplantae	524	False	-	3
P54861	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	757	False	-	4
Q86XK3	Homo sapiens	Metazoa	245	False	-	0
Q3E7Y6	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	73	False	-	1
O13992	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	965	False	-	2
Q924C5	Mus musculus	Metazoa	1680	False	-	3
F4K933	Arabidopsis thaliana	Viridiplantae	483	False	-	4
Q4WN10	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293)	Fungi	575	False	-	0
Q99575	Homo sapiens	Metazoa	1024	False	-	1
Q24JJ9	Arabidopsis thaliana	Viridiplantae	361	False	-	2
P69851	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	72	False	-	3
P97855	Mus musculus	Metazoa	465	False	-	4
Q9H902	Homo sapiens	Metazoa	201	True	-	0
Q6ZWQ0	Mus musculus	Metazoa	6874	False	-	1
P32342	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	167	False	-	2
Q8IJH8	Plasmodium falciparum (isolate 3D7)	Other	275	False	-	3
P38890	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	526	False	-	4
O94473	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	256	True	-	0
P32786	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	894	False	-	1
P49842	Homo sapiens	Metazoa	254	False	-	2
Q8AYS7	Gallus gallus	Metazoa	753	False	-	3
P38874	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	309	False	-	4
O04121	Spinacia oleracea	Viridiplantae	439	False	-	0
Q9Z1B8	Mus musculus	Metazoa	559	False	-	1
P40155	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	199	False	-	2
Q42843	Hordeum vulgare	Viridiplantae	527	False	-	3
Q0IIM8	Homo sapiens	Metazoa	1120	False	-	4
O74517	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	278	False	-	0
O74783	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	463	False	-	1
P53167	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	370	False	-	2
Q9ASS2	Arabidopsis thaliana	Viridiplantae	601	False	-	3
P49443	Mus musculus	Metazoa	382	False	-	4
Q14159	Homo sapiens	Metazoa	915	False	-	0
Q8NCN2	Homo sapiens	Metazoa	500	False	-	1
Q9VWE6	Drosophila melanogaster	Metazoa	2111	False	-	2
Q9H9P8	Homo sapiens	Metazoa	463	False	-	3
Q9H211	Homo sapiens	Metazoa	546	False	-	4
A2SWM2	Danio rerio	Metazoa	504	True	-	0
Q17895	Caenorhabditis elegans	Metazoa	249	False	-	1
P0DO23	Arabidopsis thaliana	Viridiplantae	394	False	-	2
Q3U2U7	Mus musculus	Metazoa	461	False	-	3
Q02888	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	182	False	-	4
Q05016	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	267	False	-	0
O94875	Homo sapiens	Metazoa	1100	False	-	1
P24929	Nicotiana tabacum	Viridiplantae	186	False	-	2
Q8GY89	Arabidopsis thaliana	Viridiplantae	125	False	-	3
Q9C106	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	591	False	-	4
P82869	Arabidopsis thaliana	Viridiplantae	466	False	-	0
Q12513	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	150	False	-	1
P17937	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	249	False	-	2
Q9XUB3	Caenorhabditis elegans	Metazoa	781	False	-	3
Q9V9W8	Drosophila melanogaster	Metazoa	815	False	-	4
Q9UU96	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	736	False	-	0
B6HQN4	Penicillium rubens (strain ATCC 28089 / DSM 1075 / NRRL 1951 / Wisconsin 54-1255)	Fungi	268	False	-	1
Q9BTV5	Homo sapiens	Metazoa	496	False	-	2
P47821	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	323	False	-	3
Q8LPQ9	Arabidopsis thaliana	Viridiplantae	901	False	-	4
Q9NPG3	Homo sapiens	Metazoa	1134	False	-	0
A4IFH6	Bos taurus	Metazoa	52	True	-	1
P36036	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	203	False	-	2
Q8NFH3	Homo sapiens	Metazoa	380	False	-	3
F4JVI3	Arabidopsis thaliana	Viridiplantae	493	False	-	4
Q05344	Drosophila melanogaster	Metazoa	723	False	-	0
Q14676	Homo sapiens	Metazoa	2089	False	-	1
Q96AZ6	Homo sapiens	Metazoa	181	False	-	2
Q6W2J9	Homo sapiens	Metazoa	1755	False	-	3
Q9Y2G0	Homo sapiens	Metazoa	817	False	-	4
Q15916	Homo sapiens	Metazoa	424	False	-	0
O96006	Homo sapiens	Metazoa	694	False	-	1
O75937	Homo sapiens	Metazoa	253	False	-	2
Q9LXF3	Arabidopsis thaliana	Viridiplantae	187	True	-	3
P53846	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	162	False	-	4
Q9UUD1	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	900	False	-	0
Q6P4F7	Homo sapiens	Metazoa	1023	False	-	1
Q7ZT01	Xenopus laevis	Metazoa	210	False	-	2
P61221	Homo sapiens	Metazoa	599	False	-	3
Q08422	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	150	False	-	4
P36094	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	363	False	-	0
Q8K4H1	Mus musculus	Metazoa	305	False	-	1
Q9W3M3	Drosophila melanogaster	Metazoa	2219	False	-	2
P43619	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	295	False	-	3
Q61127	Mus musculus	Metazoa	525	False	-	4
Q01448	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	625	False	-	0
Q8IEG9	Plasmodium falciparum (isolate 3D7)	Other	408	False	-	1
O43918	Homo sapiens	Metazoa	545	False	-	2
Q9QZE5	Mus musculus	Metazoa	874	False	-	3
Q8JFY9	Xenopus laevis	Metazoa	292	False	-	4
Q12345	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	250	False	-	0
Q9SK71	Arabidopsis thaliana	Viridiplantae	430	False	-	1
Q84LM4	Arabidopsis thaliana	Viridiplantae	764	False	-	2
Q7L8L6	Homo sapiens	Metazoa	764	False	-	3
F4KAV2	Arabidopsis thaliana	Viridiplantae	442	False	-	4
Q9BV20	Homo sapiens	Metazoa	369	False	-	0
P57736	Tetradesmus obliquus	Viridiplantae	89	False	-	1
P32843	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	850	False	-	2
P09622	Homo sapiens	Metazoa	509	False	-	3
Q9FG37	Arabidopsis thaliana	Viridiplantae	838	False	-	4
Q9M9V6	Arabidopsis thaliana	Viridiplantae	562	False	-	0
Q12972	Homo sapiens	Metazoa	351	False	-	1
Q9FZ96	Arabidopsis thaliana	Viridiplantae	356	True	-	2
Q9NZE8	Homo sapiens	Metazoa	188	False	-	3
P40096	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	142	False	-	4
Q5HYJ3	Homo sapiens	Metazoa	339	False	-	0
F4JCU0	Arabidopsis thaliana	Viridiplantae	1007	False	-	1
Q8GXH3	Arabidopsis thaliana	Viridiplantae	371	False	-	2
P25348	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	183	False	-	3
Q7XHR2	Oryza sativa subsp. japonica	Viridiplantae	927	False	-	4
Q9Y5Y5	Homo sapiens	Metazoa	336	True	-	0
Q5XIE6	Rattus norvegicus	Metazoa	385	False	-	1
Q9FFS4	Arabidopsis thaliana	Viridiplantae	101	False	-	2
Q9VC61	Drosophila melanogaster	Metazoa	755	False	-	3
Q15466	Homo sapiens	Metazoa	257	False	-	4
Q7K3D8	Drosophila melanogaster	Metazoa	433	False	-	0
Q8BT35	Mus musculus	Metazoa	56	True	-	1
Q15650	Homo sapiens	Metazoa	581	False	-	2
O45495	Caenorhabditis elegans	Metazoa	139	False	-	3
Q9H8K7	Homo sapiens	Metazoa	445	False	-	4
P20290	Homo sapiens	Metazoa	206	False	-	0
P0DO24	Arabidopsis thaliana	Viridiplantae	649	False	-	1
O43818	Homo sapiens	Metazoa	475	False	-	2
Q9SW33	Arabidopsis thaliana	Viridiplantae	225	False	-	3
P25441	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	422	False	-	4
P46676	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1062	False	-	0
Q8BGW0	Mus musculus	Metazoa	636	False	-	1
F4HYD7	Arabidopsis thaliana	Viridiplantae	467	False	-	2
Q5VWP2	Homo sapiens	Metazoa	391	False	-	3
Q9D1M4	Mus musculus	Metazoa	174	False	-	4
Q54SM3	Dictyostelium discoideum	Other	179	False	-	0
Q3UN04	Mus musculus	Metazoa	517	True	-	1
P40072	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	274	False	-	2
Q84TH9	Arabidopsis thaliana	Viridiplantae	959	False	-	3
Q8H186	Arabidopsis thaliana	Viridiplantae	389	False	-	4
P80217	Homo sapiens	Metazoa	286	False	-	0
Q22795	Caenorhabditis elegans	Metazoa	242	False	-	1
Q7FAD5	Oryza sativa subsp. japonica	Viridiplantae	869	False	-	2
Q7RYW8	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	258	False	-	3
Q9UNE7	Homo sapiens	Metazoa	303	False	-	4
P36136	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	271	False	-	0
Q9ER99	Mus musculus	Metazoa	582	False	-	1
Q8NFG4	Homo sapiens	Metazoa	579	False	-	2
D9PTN5	Caenorhabditis elegans	Metazoa	1009	False	-	3
Q9FN03	Arabidopsis thaliana	Viridiplantae	440	False	-	4
P53254	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1237	False	-	0
P57725	Mus musculus	Metazoa	372	False	-	1
O43819	Homo sapiens	Metazoa	266	True	-	2
Q18490	Caenorhabditis elegans	Metazoa	142	False	-	3
Q04013	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	314	True	-	4
Q9V629	Drosophila melanogaster	Metazoa	384	False	-	0
Q9BWC9	Homo sapiens	Metazoa	280	False	-	1
Q3URS9	Mus musculus	Metazoa	406	False	-	2
Q0VD83	Homo sapiens	Metazoa	1097	False	-	3
P11930	Mus musculus	Metazoa	357	False	-	4
Q8MMZ7	Toxoplasma gondii	Other	994	False	-	0
P03898	Bos taurus	Metazoa	115	True	-	1
Q8BP40	Mus musculus	Metazoa	418	False	-	2
Q9BT17	Homo sapiens	Metazoa	334	False	-	3
Q20992	Caenorhabditis elegans	Metazoa	667	False	-	4
O22806	Arabidopsis thaliana	Viridiplantae	395	False	-	0
O15091	Homo sapiens	Metazoa	583	False	-	1
P62854	Homo sapiens	Metazoa	115	False	-	2
Q9VB62	Drosophila melanogaster	Metazoa	609	False	-	3
P18492	Hordeum vulgare	Viridiplantae	469	False	-	4
Q9SMX3	Arabidopsis thaliana	Viridiplantae	274	False	-	0
Q15637	Homo sapiens	Metazoa	639	False	-	1
Q19087	Caenorhabditis elegans	Metazoa	470	False	-	2
Q3TH73	Mus musculus	Metazoa	532	True	-	3
Q62261	Mus musculus	Metazoa	2363	False	-	4
Q9HCC0	Homo sapiens	Metazoa	563	False	-	0
F4HRV8	Arabidopsis thaliana	Viridiplantae	596	False	-	1
Q6PII3	Homo sapiens	Metazoa	467	False	-	2
Q68DK7	Homo sapiens	Metazoa	614	False	-	3
Q9JIY2	Mus musculus	Metazoa	491	False	-	4
Q80T69	Mus musculus	Metazoa	795	False	-	0
Q9CQF3	Mus musculus	Metazoa	227	False	-	1
O42648	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	341	False	-	2
Q9FZ47	Arabidopsis thaliana	Viridiplantae	290	False	-	3
Q8NB91	Homo sapiens	Metazoa	859	False	-	4
P53507	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	60	True	-	0
P53063	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	387	False	-	1
Q9LK88	Arabidopsis thaliana	Viridiplantae	196	False	-	2
P33411	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	251	False	-	3
Q9VD44	Drosophila melanogaster	Metazoa	1364	False	-	4
Q5ZEF1	Oryza sativa subsp. japonica	Viridiplantae	127	False	-	0
P53061	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	704	False	-	1
P34231	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	750	False	-	2
A0A2Z4LIS9	Homo sapiens	Metazoa	290	False	-	3
Q9WUU9	Mus musculus	Metazoa	1971	False	-	4
Q9SU72	Arabidopsis thaliana	Viridiplantae	623	False	-	0
Q96RG2	Homo sapiens	Metazoa	1323	False	-	1
B7Z0L8	Drosophila melanogaster	Metazoa	178	False	-	2
Q3U827	Mus musculus	Metazoa	592	False	-	3
O82286	Arabidopsis thaliana	Viridiplantae	226	False	-	4
Q3UZD5	Mus musculus	Metazoa	596	False	-	0
Q9Z2F6	Mus musculus	Metazoa	448	False	-	1
P53125	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1264	False	-	2
P36159	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	838	False	-	3
Q1MTS0	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	597	False	-	4
Q9C5W3	Arabidopsis thaliana	Viridiplantae	985	False	-	0
Q923Q2	Mus musculus	Metazoa	1113	False	-	1
Q09826	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	408	False	-	2
Q9SJF1	Arabidopsis thaliana	Viridiplantae	589	False	-	3
Q501D5	Arabidopsis thaliana	Viridiplantae	589	False	-	4
P53990	Homo sapiens	Metazoa	364	False	-	0
Q20733	Caenorhabditis elegans	Metazoa	900	False	-	1
O88286	Mus musculus	Metazoa	1684	False	-	2
Q6PCP7	Mus musculus	Metazoa	798	True	-	3
Q9Y2V0	Homo sapiens	Metazoa	281	False	-	4
Q9GZR1	Homo sapiens	Metazoa	1112	False	-	0
P12956	Homo sapiens	Metazoa	609	False	-	1
P22734	Rattus norvegicus	Metazoa	264	True	-	2
P55039	Homo sapiens	Metazoa	364	False	-	3
Q9SR77	Arabidopsis thaliana	Viridiplantae	309	False	-	4
P36402	Homo sapiens	Metazoa	384	False	-	0
Q8WYQ3	Homo sapiens	Metazoa	142	False	-	1
P38227	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	689	False	-	2
Q13428	Homo sapiens	Metazoa	1488	False	-	3
P84148	Candida albicans	Fungi	181	False	-	4
