Accession	Organism	Kingdom	Length	Cleavage	Type	Fold	Transmembrane
Q99K24	Mus musculus	Metazoa	317		-	4	True
P38779	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	376		-	0	False
Q6P2D8	Homo sapiens	Metazoa	792		-	1	False
Q9Z309	Mus musculus	Metazoa	187		-	2	False
P19824	Chlamydomonas reinhardtii	Viridiplantae	375		-	3	False
P39979	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	161		-	4	False
Q06505	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	410		-	0	False
Q15714	Homo sapiens	Metazoa	1073		-	1	False
P48240	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	250		-	2	False
Q6GQQ9	Homo sapiens	Metazoa	843		-	3	False
Q9P7P1	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	147		-	4	False
Q9FGR0	Arabidopsis thaliana	Viridiplantae	1442		-	0	False
Q9NSG2	Homo sapiens	Metazoa	853		-	1	False
P14906	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	663		-	2	True
Q5DTT2	Mus musculus	Metazoa	1024		-	3	False
Q96E35	Homo sapiens	Metazoa	227		-	4	False
Q587E3	Trypanosoma brucei brucei (strain 927/4 GUTat10.1)	Other	735		-	0	False
Q6NZY4	Homo sapiens	Metazoa	707		-	1	False
P32103	Euplotes eurystomus	Other	135		-	2	False
P38265	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	245		-	3	False
Q6NXG1	Homo sapiens	Metazoa	681		-	4	False
P32493	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	518		-	0	False
Q9VT04	Drosophila melanogaster	Metazoa	471		-	1	True
O75081	Homo sapiens	Metazoa	653		-	2	False
A7UL74	Arabidopsis thaliana	Viridiplantae	345		-	3	False
Q9C6T1	Arabidopsis thaliana	Viridiplantae	505		-	4	False
Q9NP71	Homo sapiens	Metazoa	852		-	0	False
Q13573	Homo sapiens	Metazoa	536		-	1	False
P22148	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	382		-	2	False
Q96KR7	Homo sapiens	Metazoa	559		-	3	False
Q96F07	Homo sapiens	Metazoa	1278		-	4	False
P62280	Homo sapiens	Metazoa	158		-	0	False
Q867X0	Caenorhabditis elegans	Metazoa	781		-	1	False
Q6WNK7	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	96		-	2	False
P35056	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	612		-	3	False
E9Q557	Mus musculus	Metazoa	2883		-	4	False
O24463	Zea mays	Viridiplantae	328		-	0	False
P21727	Pisum sativum	Viridiplantae	402		-	1	False
Q9VPM5	Drosophila melanogaster	Metazoa	539		-	2	False
Q9NUL7	Homo sapiens	Metazoa	540		-	3	False
P37263	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	153		-	4	False
Q39659	Cucumis sativus	Viridiplantae	725		-	0	False
Q9JJ89	Mus musculus	Metazoa	426		-	1	False
P09144	Chlamydomonas reinhardtii	Viridiplantae	735		-	2	True
Q06148	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	342		-	3	True
Q40460	Nicotiana tabacum	Viridiplantae	442		-	4	False
P13231	Dictyostelium discoideum	Other	118		-	0	False
Q59NP1	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	251		-	1	True
O02073	Caenorhabditis elegans	Metazoa	376		-	2	False
Q19203	Caenorhabditis elegans	Metazoa	310		-	3	False
P09547	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1314		-	4	False
Q21443	Caenorhabditis elegans	Metazoa	566		-	0	False
Q10432	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	735		-	1	False
Q9NWY4	Homo sapiens	Metazoa	346		-	2	False
P51830	Mus musculus	Metazoa	1353		-	3	False
A0A0S2UWC9	Petunia hybrida	Viridiplantae	249		-	4	False
A7UWX2	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	470		-	0	False
Q8LIY8	Oryza sativa subsp. japonica	Viridiplantae	569		-	1	False
O14134	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1057		-	2	False
Q8WXU2	Homo sapiens	Metazoa	420		-	3	False
Q6ZV65	Homo sapiens	Metazoa	393		-	4	False
O60216	Homo sapiens	Metazoa	631		-	0	False
F4IV66	Arabidopsis thaliana	Viridiplantae	1001		-	1	False
Q924W6	Mus musculus	Metazoa	1344		-	2	False
P53874	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	792		-	3	False
Q07878	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	3144		-	4	False
P17442	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1178		-	0	False
P82245	Spinacia oleracea	Viridiplantae	148		-	1	False
Q96HI0	Homo sapiens	Metazoa	755		-	2	False
Q8MLZ3	Dictyostelium discoideum	Other	867		-	3	False
Q8WV41	Homo sapiens	Metazoa	574		-	4	False
P38827	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1080		-	0	False
Q9P212	Homo sapiens	Metazoa	2302		-	1	False
Q0WNB1	Arabidopsis thaliana	Viridiplantae	243		-	2	False
Q8VIJ5	Rattus norvegicus	Metazoa	916		-	3	False
P53193	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	184		-	4	False
P40971	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	790		-	0	False
Q9QYK3	Rattus norvegicus	Metazoa	287		-	1	False
Q944A6	Arabidopsis thaliana	Viridiplantae	487		-	2	False
Q9H4Q4	Homo sapiens	Metazoa	367		-	3	False
P53107	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	440		-	4	False
Q69XJ0	Oryza sativa subsp. japonica	Viridiplantae	295		-	0	False
O74461	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	235		-	1	False
Q94230	Caenorhabditis elegans	Metazoa	226		-	2	False
Q8C0L9	Mus musculus	Metazoa	675		-	3	False
Q7Z591	Homo sapiens	Metazoa	1439		-	4	False
Q9Z2D6	Mus musculus	Metazoa	484		-	0	False
Q8C4V4	Mus musculus	Metazoa	428		-	1	False
Q99816	Homo sapiens	Metazoa	390		-	2	False
Q8W487	Arabidopsis thaliana	Viridiplantae	250		-	3	False
Q12252	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	991		-	4	True
Q02354	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	440		-	0	False
Q62384	Mus musculus	Metazoa	459		-	1	False
Q9USZ4	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	251		-	2	False
P00966	Homo sapiens	Metazoa	412		-	3	False
Q03429	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	123		-	4	False
Q9LMR3	Arabidopsis thaliana	Viridiplantae	358		-	0	False
Q9Y6X9	Homo sapiens	Metazoa	1032		-	1	False
Q03373	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	323		-	2	False
P04921	Homo sapiens	Metazoa	128		-	3	True
Q10272	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	446		-	4	False
Q9NP94	Homo sapiens	Metazoa	309		-	0	True
P01880	Homo sapiens	Metazoa	430		-	1	False
Q06409	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1932		-	2	False
Q22829	Caenorhabditis elegans	Metazoa	470		-	3	False
P40364	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	252		-	4	False
Q92945	Homo sapiens	Metazoa	711		-	0	False
P87310	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	144		-	1	False
P21357	Solanum tuberosum	Viridiplantae	538		-	2	False
Q67Y99	Arabidopsis thaliana	Viridiplantae	330		-	3	False
P38127	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	377		-	4	True
P22812	Drosophila melanogaster	Metazoa	462		-	0	False
O95990	Homo sapiens	Metazoa	144		-	1	False
P0DJH6	Gallus gallus	Metazoa	76		-	2	False
Q5PT50	Rattus norvegicus	Metazoa	340		-	3	True
P24867	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	279		-	4	False
Q5VTB9	Homo sapiens	Metazoa	566		-	0	False
Q60547	Mesocricetus auratus	Metazoa	234		-	1	False
Q9LPZ4	Arabidopsis thaliana	Viridiplantae	204		-	2	False
P24278	Homo sapiens	Metazoa	435		-	3	False
Q9UT31	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	241		-	4	False
Q9FLU1	Arabidopsis thaliana	Viridiplantae	454		-	0	False
O74804	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	490		-	1	False
Q680Q4	Arabidopsis thaliana	Viridiplantae	884		-	2	False
Q9LYR5	Arabidopsis thaliana	Viridiplantae	256		-	3	False
A2YMU2	Oryza sativa subsp. indica	Viridiplantae	266		-	4	False
Q07923	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	191		-	0	False
Q6ASS9	Oryza sativa subsp. japonica	Viridiplantae	123		-	1	False
P12354	Spinacia oleracea	Viridiplantae	125		-	2	False
P38208	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	133		-	3	False
P00348	Sus scrofa	Metazoa	314		-	4	False
P50077	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	2039		-	0	False
O74485	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	581		-	1	False
A0A0D1E3S6	Ustilago maydis (strain 521 / FGSC 9021)	Fungi	591		-	2	False
Q75RY2	Oryza sativa subsp. japonica	Viridiplantae	492		-	3	False
O95838	Homo sapiens	Metazoa	553		-	4	False
P38110	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	2787		-	0	False
Q9C5S1	Arabidopsis thaliana	Viridiplantae	784		-	1	False
Q94AC8	Arabidopsis thaliana	Viridiplantae	274		-	2	False
P47043	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	880		-	3	False
Q22197	Caenorhabditis elegans	Metazoa	184		-	4	False
Q7XJM2	Arabidopsis thaliana	Viridiplantae	618		-	0	False
Q9N5S3	Caenorhabditis elegans	Metazoa	365		-	1	False
Q7TSH3	Mus musculus	Metazoa	1157		-	2	False
Q9W6V6	Gallus gallus	Metazoa	2705		-	3	False
Q944H2	Arabidopsis thaliana	Viridiplantae	391		-	4	False
A2AMM0	Mus musculus	Metazoa	362		-	0	False
O14368	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	143		-	1	False
Q09793	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	425		-	2	False
Q91VH1	Mus musculus	Metazoa	375		-	3	False
P82180	Spinacia oleracea	Viridiplantae	196		-	4	False
Q8VHQ2	Mus musculus	Metazoa	579		-	0	False
Q9NWS8	Homo sapiens	Metazoa	449		-	1	False
Q8GYF7	Arabidopsis thaliana	Viridiplantae	377		-	2	False
Q9SNB7	Arabidopsis thaliana	Viridiplantae	665		-	3	False
Q3URU2	Mus musculus	Metazoa	1571		-	4	False
Q8MXU4	Caenorhabditis elegans	Metazoa	107		-	0	False
P35194	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	2493		-	1	False
Q9D8F1	Mus musculus	Metazoa	300		-	2	False
P0C089	Rattus norvegicus	Metazoa	193		-	3	False
O88892	Mus musculus	Metazoa	62		-	4	False
Q5TYM5	Homo sapiens	Metazoa	149		-	0	False
Q8TDB6	Homo sapiens	Metazoa	740		-	1	False
P42338	Homo sapiens	Metazoa	1070		-	2	False
Q06109	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	277		-	3	False
Q86UB2	Homo sapiens	Metazoa	503		-	4	False
Q84W56	Arabidopsis thaliana	Viridiplantae	911		-	0	False
O62471	Caenorhabditis elegans	Metazoa	1592		-	1	False
P78917	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	550		-	2	False
Q19972	Caenorhabditis elegans	Metazoa	270		-	3	False
Q09130	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	446		-	4	False
Q7K3L1	Drosophila melanogaster	Metazoa	921		-	0	False
Q61048	Mus musculus	Metazoa	376		-	1	False
Q9H078	Homo sapiens	Metazoa	707		-	2	False
Q6NXH3	Mus musculus	Metazoa	473		-	3	False
P97346	Mus musculus	Metazoa	435		-	4	False
Q9SKT1	Arabidopsis thaliana	Viridiplantae	336		-	0	False
Q96SQ7	Homo sapiens	Metazoa	321		-	1	False
Q9DAM1	Mus musculus	Metazoa	415		-	2	False
P39965	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	576		-	3	False
Q05900	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	231		-	4	False
O60239	Homo sapiens	Metazoa	455		-	0	False
P19889	Drosophila melanogaster	Metazoa	317		-	1	False
Q9M2V1	Arabidopsis thaliana	Viridiplantae	405		-	2	False
Q8MUJ1	Drosophila melanogaster	Metazoa	415		-	3	True
Q8TEX9	Homo sapiens	Metazoa	1081		-	4	False
P25808	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	606		-	0	False
Q9SGA2	Arabidopsis thaliana	Viridiplantae	361		-	1	False
Q9BUB7	Homo sapiens	Metazoa	260		-	2	False
Q43295	Arabidopsis thaliana	Viridiplantae	276		-	3	False
Q8NEM7	Homo sapiens	Metazoa	779		-	4	False
O14216	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	337		-	0	False
O14285	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	164		-	1	False
B6HLU1	Penicillium rubens (strain ATCC 28089 / DSM 1075 / NRRL 1951 / Wisconsin 54-1255)	Fungi	3746		-	2	False
Q38HM4	Mus musculus	Metazoa	350		-	3	False
Q9UBT7	Homo sapiens	Metazoa	734		-	4	False
Q8LJT8	Arabidopsis thaliana	Viridiplantae	743		-	0	False
P05085	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	880		-	1	False
P33419	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	253		-	2	False
Q03071	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	99		-	3	False
Q12192	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	310		-	4	False
Q4L180	Homo sapiens	Metazoa	1135		-	0	False
P03902	Bos taurus	Metazoa	98		-	1	True
O54693	Mus musculus	Metazoa	391		-	2	True
Q9Y237	Homo sapiens	Metazoa	131		-	3	False
Q9FFD2	Arabidopsis thaliana	Viridiplantae	348		-	4	False
Q8RWV8	Arabidopsis thaliana	Viridiplantae	442		-	0	False
Q9CQT7	Mus musculus	Metazoa	168		-	1	False
Q08096	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	367		-	2	False
Q9LDY5	Arabidopsis thaliana	Viridiplantae	247		-	3	False
Q9P6P2	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	265		-	4	False
Q9Y5J6	Homo sapiens	Metazoa	103		-	0	False
Q9XIK0	Arabidopsis thaliana	Viridiplantae	179		-	1	False
Q9NTJ3	Homo sapiens	Metazoa	1288		-	2	False
Q8BVG4	Mus musculus	Metazoa	862		-	3	False
Q05027	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	157		-	4	False
P53920	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	997		-	0	False
P30706	Pisum sativum	Viridiplantae	457		-	1	False
Q9Y3U8	Homo sapiens	Metazoa	105		-	2	False
P46963	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	296		-	3	False
Q8TAF3	Homo sapiens	Metazoa	677		-	4	False
Q9LSA9	Arabidopsis thaliana	Viridiplantae	339		-	0	False
Q2VWA4	Homo sapiens	Metazoa	1015		-	1	False
Q14241	Homo sapiens	Metazoa	772		-	2	False
Q9P790	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	316		-	3	False
Q9CZX7	Mus musculus	Metazoa	257		-	4	False
P35203	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	478		-	0	False
Q86VD7	Homo sapiens	Metazoa	318		-	1	True
B0XTT5	Aspergillus fumigatus (strain CBS 144.89 / FGSC A1163 / CEA10)	Fungi	247		-	2	False
O63075	Chlamydomonas reinhardtii	Viridiplantae	238		-	3	True
Q9H1I8	Homo sapiens	Metazoa	757		-	4	False
Q92546	Homo sapiens	Metazoa	391		-	0	False
Q8LBP4	Arabidopsis thaliana	Viridiplantae	462		-	1	False
O14284	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	188		-	2	False
Q9SV15	Arabidopsis thaliana	Viridiplantae	325		-	3	False
Q99M87	Mus musculus	Metazoa	480		-	4	False
P53540	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	846		-	0	False
Q9LMT7	Arabidopsis thaliana	Viridiplantae	478		-	1	False
Q5TB80	Homo sapiens	Metazoa	1403		-	2	False
Q8CD10	Mus musculus	Metazoa	432		-	3	False
Q94AQ9	Arabidopsis thaliana	Viridiplantae	260		-	4	False
O14893	Homo sapiens	Metazoa	280		-	0	False
O04714	Arabidopsis thaliana	Viridiplantae	326		-	1	True
P49017	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	307		-	2	False
Q84XV2	Arabidopsis thaliana	Viridiplantae	386		-	3	False
G5EDM7	Caenorhabditis elegans	Metazoa	627		-	4	False
Q1H595	Arabidopsis thaliana	Viridiplantae	93		-	0	False
Q8NB16	Homo sapiens	Metazoa	471		-	1	False
Q8NBQ7	Homo sapiens	Metazoa	271		-	2	True
O74957	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	834		-	3	False
P32807	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	602		-	4	False
Q8N7J2	Homo sapiens	Metazoa	671		-	0	False
Q9HBM0	Homo sapiens	Metazoa	779		-	1	False
P52868	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	283		-	2	False
Q9SX65	Arabidopsis thaliana	Viridiplantae	156		-	3	False
P53720	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	384		-	4	False
Q9UUI3	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	601		-	0	False
Q04613	Arabidopsis thaliana	Viridiplantae	192		-	1	True
Q9BLG3	Dictyostelium discoideum	Other	431		-	2	True
A0A2I0C2C6	Plasmodium falciparum (isolate NF54)	Other	3078		-	3	False
P21580	Homo sapiens	Metazoa	790		-	4	False
P82244	Spinacia oleracea	Viridiplantae	152		-	0	False
Q6YSY5	Oryza sativa subsp. japonica	Viridiplantae	357		-	1	False
A0A1C3NSL9	Caenorhabditis elegans	Metazoa	1644		-	2	False
Q9FVU9	Arabidopsis thaliana	Viridiplantae	358		-	3	False
Q93009	Homo sapiens	Metazoa	1102		-	4	False
Q5SFM8	Mus musculus	Metazoa	1060		-	0	False
Q6E434	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	485		-	1	False
O94829	Homo sapiens	Metazoa	963		-	2	False
Q9ZUX4	Arabidopsis thaliana	Viridiplantae	113		-	3	False
P19538	Drosophila melanogaster	Metazoa	1397		-	4	False
Q08B36	Xenopus laevis	Metazoa	374		-	0	False
Q86VP6	Homo sapiens	Metazoa	1230		-	1	False
Q9VW47	Drosophila melanogaster	Metazoa	2531		-	2	False
S7VVK4	Toxoplasma gondii (strain ATCC 50853 / GT1)	Other	4367		-	3	False
O54825	Mus musculus	Metazoa	436		-	4	False
P38705	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	446		-	0	False
Q8BJ64	Mus musculus	Metazoa	596		-	1	False
Q6PG16	Mus musculus	Metazoa	667		-	2	False
P81909	Drosophila melanogaster	Metazoa	397		-	3	True
Q07914	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	168		-	4	True
Q80SU7	Mus musculus	Metazoa	2427		-	0	False
P32944	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	819		-	1	False
Q91WC0	Mus musculus	Metazoa	594		-	2	False
P13469	Drosophila melanogaster	Metazoa	542		-	3	False
Q9CQJ4	Mus musculus	Metazoa	336		-	4	False
Q9JIX9	Mus musculus	Metazoa	511		-	0	False
Q8BUE4	Mus musculus	Metazoa	373		-	1	True
Q9C6I6	Arabidopsis thaliana	Viridiplantae	363		-	2	False
Q7S5N0	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	364		-	3	False
Q8RY71	Arabidopsis thaliana	Viridiplantae	341		-	4	False
Q8W104	Arabidopsis thaliana	Viridiplantae	593		-	0	False
Q9FJH5	Arabidopsis thaliana	Viridiplantae	283		-	1	False
Q9ZV24	Arabidopsis thaliana	Viridiplantae	148		-	2	True
P40023	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	145		-	3	False
Q8NG66	Homo sapiens	Metazoa	645		-	4	False
Q3TLD5	Mus musculus	Metazoa	531		-	0	False
O95833	Homo sapiens	Metazoa	236		-	1	True
Q9LEX1	Arabidopsis thaliana	Viridiplantae	510		-	2	True
Q8R3P9	Mus musculus	Metazoa	1054		-	3	False
P52591	Rattus norvegicus	Metazoa	1199		-	4	True
Q6P0N0	Homo sapiens	Metazoa	1132		-	0	False
O13795	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	402		-	1	False
Q9Y5N6	Homo sapiens	Metazoa	252		-	2	False
B1AXD8	Mus musculus	Metazoa	201		-	3	False
P78549	Homo sapiens	Metazoa	312		-	4	False
P39015	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	273		-	0	False
Q9JM80	Rattus norvegicus	Metazoa	424		-	1	True
Q9XWR6	Caenorhabditis elegans	Metazoa	248		-	2	False
Q61510	Mus musculus	Metazoa	634		-	3	False
Q40089	Ipomoea batatas	Viridiplantae	200		-	4	False
O94294	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	886		-	0	False
P23542	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	418		-	1	False
Q96GJ1	Homo sapiens	Metazoa	504		-	2	False
Q16533	Homo sapiens	Metazoa	368		-	3	False
P36516	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	390		-	4	False
P50531	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	606		-	0	False
Q12955	Homo sapiens	Metazoa	4377		-	1	False
O13915	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	265		-	2	False
P68350	Arabidopsis thaliana	Viridiplantae	175		-	3	False
Q924K8	Mus musculus	Metazoa	591		-	4	False
O60952	Dictyostelium discoideum	Other	199		-	0	False
O13326	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	429		-	1	False
Q8NI37	Homo sapiens	Metazoa	304		-	2	False
Q03246	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	237		-	3	False
Q42510	Arabidopsis thaliana	Viridiplantae	1451		-	4	False
O70433	Mus musculus	Metazoa	279		-	0	False
O75934	Homo sapiens	Metazoa	225		-	1	False
O43325	Homo sapiens	Metazoa	122		-	2	False
Q94131	Caenorhabditis elegans	Metazoa	335		-	3	False
Q9C8L2	Arabidopsis thaliana	Viridiplantae	287		-	4	False
P38777	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	243		-	0	False
Q9ULP9	Homo sapiens	Metazoa	559		-	1	False
P70444	Mus musculus	Metazoa	195		-	2	False
P12853	Chlamydomonas reinhardtii	Viridiplantae	291		-	3	False
Q9USY4	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	527		-	4	False
Q96QA5	Homo sapiens	Metazoa	445		-	0	False
F4KBW6	Arabidopsis thaliana	Viridiplantae	1838		-	1	False
Q9BRS8	Homo sapiens	Metazoa	491		-	2	False
Q9LVG4	Arabidopsis thaliana	Viridiplantae	495		-	3	False
P33418	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1100		-	4	False
P48526	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1002		-	0	False
Q9Y5B0	Homo sapiens	Metazoa	961		-	1	False
F4JHA2	Arabidopsis thaliana	Viridiplantae	884		-	2	False
P40317	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	901		-	3	False
Q96QU8	Homo sapiens	Metazoa	1125		-	4	False
P82248	Spinacia oleracea	Viridiplantae	168		-	0	False
Q9BRA0	Homo sapiens	Metazoa	125		-	1	False
Q8L8M9	Arabidopsis thaliana	Viridiplantae	442		-	2	False
P18491	Drosophila melanogaster	Metazoa	199		-	3	False
A0A286YD83	Mus musculus	Metazoa	63		-	4	True
Q16514	Homo sapiens	Metazoa	161		-	0	False
Q8GWA2	Arabidopsis thaliana	Viridiplantae	273		-	1	False
O75832	Homo sapiens	Metazoa	226		-	2	False
Q5A4H5	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	731		-	3	False
Q96EV2	Homo sapiens	Metazoa	1170		-	4	False
O94687	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	549		-	0	False
Q96AQ6	Homo sapiens	Metazoa	731		-	1	False
Q21733	Caenorhabditis elegans	Metazoa	546		-	2	False
P38768	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	344		-	3	False
P26370	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	528		-	4	False
Q2WG80	Danio rerio	Metazoa	140		-	0	False
P25992	Drosophila melanogaster	Metazoa	1002		-	1	False
Q8BHN1	Mus musculus	Metazoa	524		-	2	False
P07665	Drosophila melanogaster	Metazoa	356		-	3	False
Q8NB78	Homo sapiens	Metazoa	822		-	4	False
Q92759	Homo sapiens	Metazoa	462		-	0	False
O60053	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	440		-	1	False
Q3T040	Bos taurus	Metazoa	242		-	2	False
Q6K881	Oryza sativa subsp. japonica	Viridiplantae	565		-	3	False
Q22024	Caenorhabditis elegans	Metazoa	543		-	4	False
Q96IZ0	Homo sapiens	Metazoa	340		-	0	False
Q9GZL7	Homo sapiens	Metazoa	423		-	1	False
P04637	Homo sapiens	Metazoa	393		-	2	False
P32445	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	135		-	3	False
P35790	Homo sapiens	Metazoa	457		-	4	False
P32266	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	881		-	0	True
Q94ID2	Arabidopsis thaliana	Viridiplantae	330		-	1	False
Q16891	Homo sapiens	Metazoa	758		-	2	True
P36162	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	133		-	3	False
Q9FGQ9	Arabidopsis thaliana	Viridiplantae	177		-	4	False
P62847	Homo sapiens	Metazoa	133		-	0	False
O88597	Mus musculus	Metazoa	448		-	1	False
Q8TCY5	Homo sapiens	Metazoa	172		-	2	True
G5EFY4	Caenorhabditis elegans	Metazoa	286		-	3	False
Q8L774	Arabidopsis thaliana	Viridiplantae	389		-	4	False
